,PMBBILAN,PMBMOD,PMBBR,PMBPOL,PMBPRVMAT,PMBPBEN,PMBREC,PMBRECCPL,PMBCAPIT,PMBPBEX,PMBTXINT,POLTBMORT,PMBFRACT,PMBAGE,POLTARIF,PMBPMNZILL,PMBRACHAT,POLDURC,POLDURP,POLDTDEB,POLDTEXP,POLPRTOT,POLPRVIEHT,POLPRTECH,POLTAXE,POLPREPARG,POLPRDECES,POLNBTETE,POLSEXASS1,POLSEXASS2,POLINTERG,POLRISQ1,POLTETE11,POLTETE21,POLTARIF1,POLSURPR1,POLSURMOR1,POLPRCPL1,POLRISQ2,POLTETE12,POLTETE22,POLTARIF2,POLSURPR2,POLSURMOR2,POLPRCPL2,POLRISQ3,POLTETE13,POLTETE23,POLTARIF3,POLSURMOR3,POLPRCPL3,POLRISQ4,POLTETE14,POLTETE24,POLTARIF4,POLSURPR4,POLSURMOR4,POLPRCPL4,POLRISQ5,POLTETE15,POLTETE25,POLTARIF5,POLSURPR5,POLSURMOR5,POLPRCPL5,POLRISQ6,POLTETE16,POLTETE26,POLTARIF6,POLSURPR6,POLSURMOR6,POLPRCPL6,POLRISQA,POLTETE1A,POLTETE2A,POLTARIFA,POLSURPRA,POLSURMORA,POLPRCPLA,POLPRCPL9,POLPRCPL8,POLINDEX,POLDEVCAP,POLCAPAUT,POLSIT,CLIDTNAISS,CLIDTNAISS2
10,2018.0,2.0,5.0,8201.0,23773.9,183.6,0.0,0.0,40000.0,0.0,3.5,GKM1995   ,12.0,21.0,A  ,24339.1,23637.6,30.0,30.0,19970601.0,20270531.0,1646.5,1146.8,972.1,0.0,748.7,343.6,1.0,M, ,3.5,0201,X, ,A  ,0.0,0.0,114.3,    , , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,126.0,0204,X, ,A  ,0.0,0.0,49.4,    , , ,   ,0.0,0.0,0.0,0206,X, ,A  ,0.0,0.0,210.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,40000.0,0.0,19670915.0,0.0
11,2018.0,2.0,5.0,10801.0,23759.4,181.1,0.0,0.0,30000.0,0.0,3.5,GKM1995   ,12.0,21.0,A  ,24004.3,23621.6,25.0,25.0,19970701.0,20220630.0,1489.1,1092.4,925.9,0.0,744.2,296.2,1.0,M, ,3.5,0201,X, ,A  ,0.0,0.0,100.0,    , , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,94.5,0204,X, ,A  ,0.0,0.0,44.7,    , , ,   ,0.0,0.0,0.0,0206,X, ,A  ,0.0,0.0,157.5,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,30000.0,3.0,19600319.0,0.0
12,2018.0,9.0,11.0,2502.0,0.0,0.0,32.0,0.0,15000.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,37.0,37.0,19970301.0,20340301.0,240.0,240.0,192.0,0.0,0.0,192.0,2.0,M,F,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,1.0,19690206.0,19720924.0
13,2018.0,2.0,5.0,14301.0,2616.4,89.2,0.0,0.0,3361.2,0.0,3.5,GKM1995   ,0.0,21.0,A  ,2616.4,2610.4,30.0,0.0,19971030.0,20271029.0,2482.4,1726.9,1463.62,0.0,0.0,0.0,1.0,M, ,3.5,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,3361.2,9.0,19661003.0,0.0
14,2018.0,2.0,5.0,16301.0,27296.3,185.5,0.0,0.0,35000.0,0.0,3.5,GKF1995   ,12.0,21.0,A  ,27594.4,27135.4,25.0,25.0,19971008.0,20221007.0,1665.9,1236.1,1047.87,0.0,0.0,0.0,1.0,F, ,3.5,0201,X, ,A  ,0.0,0.0,85.7,0000, , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,110.3,0204,X, ,A  ,0.0,0.0,50.0,    , , ,   ,0.0,0.0,0.0,0206,X, ,A  ,0.0,0.0,183.8,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,35000.0,0.0,19600616.0,0.0
15,2018.0,2.0,5.0,16701.0,19512.4,155.6,0.0,0.0,24925.3,0.0,3.5,GKM1995   ,0.0,21.0,A  ,19512.4,19469.6,30.0,30.0,19971101.0,20271031.0,1769.8,1213.0,1028.2,0.0,748.7,406.6,1.0,M, ,3.5,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,    , , ,   ,1.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,24925.3,9.0,19581014.0,0.0
16,2018.0,2.0,5.0,16801.0,19470.3,149.2,0.0,0.0,25160.1,0.0,3.5,GKF1995   ,0.0,21.0,A  ,19470.3,19424.2,30.0,30.0,19971101.0,20271031.0,1601.8,1122.5,951.5,0.0,748.7,320.4,1.0,F, ,3.5,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,25160.1,9.0,19650102.0,0.0
17,2018.0,2.0,5.0,18701.0,17805.3,118.0,0.0,0.0,40000.0,0.0,3.5,GKF1995   ,12.0,21.0,A  ,18489.2,17699.6,35.0,35.0,19971014.0,20321013.0,2081.6,920.2,780.0,0.0,579.7,296.7,1.0,F, ,3.5,0201,X, ,A  ,1.0,0.0,93.7,    , , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,126.0,0204,X, ,A  ,0.0,0.0,41.8,0205,X, ,A  ,0.0,0.0,689.9,0206,X, ,A  ,0.0,0.0,210.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,40000.0,4.0,19680717.0,0.0
18,2018.0,8.0,11.0,19501.0,0.0,0.0,30.0,0.0,7500.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,27.0,27.0,19970401.0,20240401.0,150.0,150.0,120.0,0.0,0.0,120.0,2.0,M,F,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,3.0,19581004.0,19600331.0
19,2018.0,8.0,11.0,19701.0,0.0,0.0,30.0,0.0,7500.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,32.0,32.0,19970401.0,20290401.0,150.0,150.0,120.0,0.0,0.0,120.0,2.0,M,F,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,3.0,19630811.0,19740726.0
20,2018.0,2.0,5.0,20501.0,19382.4,129.9,0.0,0.0,25000.0,0.0,3.5,GKF1995   ,12.0,21.0,A  ,19599.8,19267.5,25.0,25.0,19971101.0,20221031.0,1344.6,940.4,748.5,0.0,620.2,220.8,1.0,F, ,3.5,0201,X, ,A  ,0.0,0.0,61.2,    , , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,78.8,0204,X, ,A  ,0.0,0.0,40.3,    , , ,   ,0.0,0.0,0.0,0206,X, ,A  ,0.0,0.0,131.3,0210,X, ,B  ,0.0,0.0,57.4,92.6,0.0,0.0,CHF ,25000.0,0.0,19610417.0,0.0
21,2018.0,2.0,5.0,20601.0,19357.1,130.5,0.0,0.0,25000.0,0.0,3.5,GKM1995   ,12.0,21.0,A  ,19577.3,19242.2,25.0,25.0,19971101.0,20221031.0,1374.2,1000.8,762.0,0.0,620.2,236.0,1.0,M, ,3.5,0201,X, ,A  ,0.0,0.0,74.0,    , , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,78.8,0204,X, ,A  ,0.0,0.0,41.2,    , , ,   ,0.0,0.0,0.0,0206,X, ,A  ,0.0,0.0,131.3,0210,X, ,B  ,0.0,0.0,101.9,48.1,0.0,0.0,CHF ,25000.0,0.0,19630910.0,0.0
22,2018.0,2.0,5.0,20701.0,10591.9,104.1,0.0,0.0,17827.1,0.0,3.5,GKM1995   ,0.0,21.0,A  ,10591.9,10568.8,40.0,40.0,19971101.0,20371031.0,1593.8,995.4,843.67,0.0,0.0,0.0,1.0,M, ,3.5,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,17827.1,9.0,19770906.0,0.0
23,2018.0,2.0,5.0,21001.0,19390.4,126.7,0.0,0.0,25000.0,0.0,3.5,GKF1995   ,12.0,21.0,A  ,19606.9,19275.4,25.0,25.0,19971110.0,20221109.0,1181.6,878.5,744.62,0.0,0.0,0.0,1.0,F, ,3.5,0201,X, ,A  ,0.0,0.0,57.5,0000, , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,78.8,0204,X, ,A  ,0.0,0.0,35.5,    , , ,   ,0.0,0.0,0.0,0206,X, ,A  ,0.0,0.0,131.3,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,25000.0,0.0,19631003.0,0.0
24,2018.0,9.0,11.0,3802.0,0.0,0.0,48.0,0.0,15000.0,0.0,0.0,GKM1995   ,1.0,21.0,B  ,0.0,0.0,31.0,31.0,19970401.0,20280331.0,240.0,240.0,192.0,0.0,0.0,192.0,2.0,M,F,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,1.0,19621111.0,19641010.0
25,2018.0,2.0,5.0,21101.0,19346.7,127.8,0.0,0.0,25000.0,0.0,3.5,GKM1995   ,12.0,21.0,A  ,19568.1,19231.9,25.0,25.0,19971110.0,20221109.0,1232.9,905.9,767.97,0.0,0.0,0.0,1.0,M, ,3.5,0201,X, ,A  ,0.0,0.0,79.9,0000, , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,78.8,0204,X, ,A  ,0.0,0.0,37.0,    , , ,   ,0.0,0.0,0.0,0206,X, ,A  ,0.0,0.0,131.3,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,25000.0,0.0,19611128.0,0.0
26,2018.0,2.0,5.0,21501.0,23086.9,148.9,0.0,0.0,40000.0,0.0,3.5,GKF1995   ,12.0,21.0,A  ,23666.0,22949.4,30.0,30.0,19971101.0,20271031.0,1734.4,1212.4,941.2,0.0,748.7,308.9,1.0,F, ,3.5,0201,X, ,A  ,0.0,0.0,85.9,    , , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,126.0,0204,X, ,A  ,0.0,0.0,52.0,    , , ,   ,0.0,0.0,0.0,0206,X, ,A  ,0.0,0.0,210.0,0210,X, ,B  ,0.0,0.0,101.9,48.1,0.0,0.0,CHF ,40000.0,0.0,19700601.0,0.0
27,2018.0,2.0,5.0,22101.0,5666.8,107.5,0.0,0.0,8171.5,0.0,3.5,GKM1995   ,0.0,21.0,A  ,5666.8,5655.0,35.0,35.0,19971101.0,20321031.0,2008.6,1029.4,872.5,0.0,579.7,400.7,2.0,M,F,3.5,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,8171.5,9.0,19660920.0,19720105.0
28,2018.0,9.0,11.0,22601.0,0.0,0.0,48.0,0.0,15000.0,0.0,0.0,GKM1995   ,1.0,21.0,B  ,0.0,0.0,29.0,29.0,19970401.0,20260331.0,240.0,240.0,192.0,0.0,0.0,192.0,2.0,M,F,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,1.0,19631016.0,19601224.0
29,2018.0,8.0,11.0,23501.0,0.0,0.0,20.0,0.0,7500.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,41.0,41.0,19970329.0,20380329.0,150.0,150.0,120.0,0.0,0.0,120.0,2.0,M,F,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,3.0,19730126.0,19721211.0
30,2018.0,9.0,11.0,24401.0,0.0,0.0,64.0,0.0,15000.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,34.0,34.0,19970501.0,20310501.0,240.0,240.0,192.0,0.0,0.0,192.0,2.0,M,F,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,1.0,19650622.0,19680128.0
31,2018.0,2.0,5.0,26101.0,17676.6,112.4,0.0,0.0,40000.0,0.0,3.5,GKF1995   ,12.0,21.0,A  ,18361.7,17570.8,35.0,35.0,19971110.0,20321109.0,1879.1,1015.9,774.7,0.0,579.7,290.8,1.0,F, ,3.5,0201,X, ,A  ,0.0,0.0,88.2,    , , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,126.0,0204,X, ,A  ,0.0,0.0,46.0,0205,X, ,A  ,0.0,0.0,344.9,0206,X, ,A  ,0.0,0.0,210.0,0210,X, ,B  ,0.0,0.0,101.9,48.1,0.0,0.0,CHF ,40000.0,0.0,19710513.0,0.0
32,2018.0,8.0,11.0,26401.0,0.0,0.0,40.0,0.0,7500.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,37.0,37.0,19970501.0,20340501.0,150.0,150.0,120.0,0.0,0.0,120.0,2.0,M,F,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,3.0,19690207.0,19731106.0
33,2018.0,2.0,5.0,26501.0,22868.4,142.1,0.0,0.0,40000.0,0.0,3.5,GKM1995   ,12.0,20.0,A  ,23472.9,22738.3,30.0,30.0,19980101.0,20271231.0,1700.2,1175.3,996.13,0.0,0.0,0.0,1.0,M, ,3.5,0201,X, ,A  ,0.0,0.0,137.9,0000, , ,   ,0.0,0.0,0.0,0203,X, ,A  ,0.0,126.0,0204,X, ,A  ,0.0,0.0,51.0,    , , ,   ,0.0,0.0,0.0,0206,X, ,A  ,0.0,0.0,210.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,40000.0,0.0,19621224.0,0.0
34,2018.0,8.0,11.0,26601.0,0.0,0.0,50.0,0.0,7500.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,30.0,30.0,19970601.0,20270601.0,150.0,150.0,120.0,0.0,0.0,120.0,2.0,M,F,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,3.0,19610605.0,19650417.0
35,2018.0,8.0,11.0,26801.0,0.0,0.0,40.0,0.0,7500.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,33.0,33.0,19970510.0,20300510.0,150.0,150.0,120.0,0.0,0.0,120.0,2.0,M,F,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,3.0,19640519.0,19651002.0
36,2018.0,8.0,11.0,7502.0,0.0,0.0,50.0,0.0,7500.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,28.0,28.0,19970601.0,20250601.0,150.0,150.0,120.0,0.0,0.0,120.0,2.0,M,F,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,3.0,19600410.0,19621015.0
37,2018.0,8.0,11.0,27101.0,0.0,0.0,50.0,0.0,7500.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,26.0,26.0,19970601.0,20230601.0,150.0,150.0,120.0,0.0,0.0,120.0,2.0,M,F,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,0000, , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,3.0,19580530.0,19600711.0
38,2018.0,8.0,11.0,7902.0,0.0,0.0,50.0,0.0,7500.0,0.0,0.0,GKM1995   ,1.0,21.0,A  ,0.0,0.0,28.0,28.0,19970601.0,20250531.0,150.0,150.0,120.0,0.0,0.0,120.0,2.0,M,F,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,    , , ,   ,0.0,0.0,0.0,0.0,0.0,0.0,CHF ,500.0,3.0,19600330.0,19660423.0
